id1,id2,score,notes
discogs_3,lastFM_1,0.8476423537605237,comparators=4
discogs_4,lastFM_2,0.9,comparators=4
discogs_6,lastFM_4,0.8943375672974064,comparators=4
discogs_13,lastFM_8,0.86875,comparators=4
discogs_17,lastFM_11,0.8811428571428571,comparators=4
discogs_26,lastFM_16,0.839103896103896,comparators=4
discogs_40,lastFM_24,0.7074822365046136,comparators=4
discogs_44,lastFM_27,0.7374574785652648,comparators=4
discogs_53,lastFM_30,0.9,comparators=4
discogs_61,lastFM_34,0.6517766952966368,comparators=4
discogs_67,lastFM_37,0.8733333333333333,comparators=4
discogs_74,lastFM_40,0.795,comparators=4
discogs_98,lastFM_52,0.6207908118985982,comparators=4
discogs_99,lastFM_53,0.820891529085263,comparators=4
discogs_100,lastFM_54,0.8541241452319315,comparators=4
discogs_101,lastFM_55,0.8125,comparators=4
discogs_108,lastFM_59,0.9,comparators=4
discogs_110,lastFM_20088,0.8030931089239486,comparators=4
discogs_111,lastFM_62,0.8327272727272728,comparators=4
discogs_115,lastFM_65,0.8125,comparators=4
discogs_117,lastFM_67,0.8347805496750856,comparators=4
discogs_119,lastFM_68,0.7858286906864769,comparators=4
discogs_135,lastFM_79,0.6610042339640732,comparators=4
discogs_136,lastFM_80,0.9975999999999999,comparators=4
discogs_138,lastFM_82,0.7032177322938191,comparators=4
discogs_140,lastFM_84,0.8234433619633035,comparators=4
discogs_145,lastFM_87,0.9,comparators=4
discogs_146,lastFM_88,0.9,comparators=4
discogs_149,lastFM_90,0.9477867647058823,comparators=4
discogs_156,lastFM_91,0.6842739898989898,comparators=4
discogs_160,lastFM_93,0.62,comparators=4
discogs_161,lastFM_94,0.6354166666666667,comparators=4
discogs_167,lastFM_98,0.9,comparators=4
discogs_176,lastFM_101,1.0,comparators=4
discogs_177,lastFM_102,0.8720454545454545,comparators=4
discogs_180,lastFM_104,0.8024639406071218,comparators=4
discogs_186,lastFM_106,0.8665063509461096,comparators=4
discogs_189,lastFM_108,0.8267766952966369,comparators=4
discogs_192,lastFM_109,0.7392766952966368,comparators=4
discogs_194,lastFM_111,0.7718536183735599,comparators=4
discogs_196,lastFM_113,0.8541241452319315,comparators=4
discogs_197,lastFM_114,0.6914472163417522,comparators=4
discogs_202,lastFM_119,0.9924999999999999,comparators=4
discogs_203,lastFM_120,0.7250000000000001,comparators=4
discogs_209,lastFM_122,0.9646428571428571,comparators=4
discogs_212,lastFM_124,0.9,comparators=4
