id1,id2,score,notes
kaggle380k-163508,yelp-81184,0.9117647058823528,comparators=4
kaggle380k-166765,yelp-88814,0.9222222222222222,comparators=4
kaggle380k-301222,yelp-88814,0.9222222222222222,comparators=4
kaggle380k-315634,yelp-81184,0.9117647058823528,comparators=4
kaggle380k-169940,yelp-60082,0.911111111111111,comparators=4
kaggle380k-301857,yelp-60082,0.911111111111111,comparators=4
kaggle380k-000896,yelp-22470,0.7271610355419044,comparators=4
kaggle380k-000897,yelp-06370,0.9065217391304347,comparators=4
kaggle380k-000898,yelp-23479,0.9272727272727271,comparators=4
kaggle380k-000899,yelp-23464,0.9058823529411764,comparators=4
kaggle380k-000900,yelp-27184,0.8093525179856116,comparators=4
kaggle380k-000901,yelp-06344,0.9388888888888888,comparators=4
kaggle380k-000902,yelp-06354,0.9181818181818181,comparators=4
kaggle380k-000903,yelp-23452,0.9124999999999999,comparators=4
kaggle380k-000904,yelp-27138,0.9266666666666665,comparators=4
kaggle380k-000905,yelp-23503,0.9142857142857141,comparators=4
kaggle380k-000908,yelp-23487,0.9444444444444443,comparators=4
kaggle380k-000909,yelp-27145,0.7337792642140468,comparators=4
kaggle380k-000910,yelp-23481,0.9063829787234041,comparators=4
kaggle380k-000913,yelp-23488,0.9199999999999999,comparators=4
kaggle380k-000914,yelp-27124,0.9241379310344827,comparators=4
kaggle380k-000916,yelp-23468,0.9101449275362318,comparators=4
kaggle380k-000917,yelp-23498,0.926086956521739,comparators=4
kaggle380k-000920,yelp-23460,0.9079999999999999,comparators=4
kaggle380k-000921,yelp-23509,0.9166666666666666,comparators=4
kaggle380k-000922,yelp-27155,0.735,comparators=4
kaggle380k-000924,yelp-06350,0.917142857142857,comparators=4
kaggle380k-000927,yelp-23505,0.9086419753086419,comparators=4
kaggle380k-000929,yelp-23494,0.9181818181818181,comparators=4
kaggle380k-000932,yelp-23471,0.917142857142857,comparators=4
kaggle380k-000935,yelp-27158,0.8780000000000001,comparators=4
kaggle380k-000937,yelp-27105,0.9076923076923076,comparators=4
kaggle380k-000939,yelp-27109,0.9176470588235294,comparators=4
kaggle380k-000943,yelp-27171,0.9078947368421052,comparators=4
