id1,id2,score,notes
http://www.forbes.com/companies/china-construction-bank/,http://dbpedia.org/resource/China_Construction_Bank,0.75,comparators=3
http://www.forbes.com/companies/china-construction-bank/,http://dbpedia.org/resource/China_CITIC_Bank,0.690197463768116,comparators=3
http://www.forbes.com/companies/berkshire-hathaway/,http://dbpedia.org/resource/Berkshire_Hathaway,0.75,comparators=3
http://www.forbes.com/companies/wells-fargo/,http://dbpedia.org/resource/Wells_Fargo,0.75,comparators=3
http://www.forbes.com/companies/wells-fargo/,http://dbpedia.org/resource/Wells_Fargo_Advisors,0.7005000000000001,comparators=3
http://www.forbes.com/companies/bank-of-china/,http://dbpedia.org/resource/Bank_of_Beijing,0.687948717948718,comparators=3
http://www.forbes.com/companies/bank-of-china/,http://dbpedia.org/resource/Bank_of_Taizhou,0.6937435897435897,comparators=3
http://www.forbes.com/companies/bank-of-china/,http://dbpedia.org/resource/Bank_of_Ningbo,0.6821868131868132,comparators=3
http://www.forbes.com/companies/bank-of-america/,http://dbpedia.org/resource/Bank_of_Florida,0.6813333333333333,comparators=3
http://www.forbes.com/companies/apple/,http://dbpedia.org/resource/Apple_Inc.,0.9450000000000001,comparators=3
http://www.forbes.com/companies/apple/,http://dbpedia.org/resource/Compaq,0.7005555555555556,comparators=3
http://www.forbes.com/companies/apple/,http://dbpedia.org/resource/CyberConXion,0.6852777777777778,comparators=3
http://www.forbes.com/companies/apple/,http://dbpedia.org/resource/HT_Omega,0.6929166666666666,comparators=3
http://www.forbes.com/companies/apple/,http://dbpedia.org/resource/Systemax,0.6929166666666666,comparators=3
http://www.forbes.com/companies/apple/,http://dbpedia.org/resource/Digi_International,0.6801851851851852,comparators=3
http://www.forbes.com/companies/apple/,http://dbpedia.org/resource/Lab126,0.7005555555555556,comparators=3
http://www.forbes.com/companies/apple/,http://dbpedia.org/resource/Vector_Graphic,0.6830952380952381,comparators=3
http://www.forbes.com/companies/volkswagen-group/,http://dbpedia.org/resource/Volkswagen_Group,0.75,comparators=3
http://www.forbes.com/companies/verizon-communications/,http://dbpedia.org/resource/Frontier_Communications,0.6910869565217392,comparators=3
