id1,id2,score,notes
kaggle380k-000486,uber_eats-00441,0.8158329734151712,comparators=7
kaggle380k-000487,uber_eats-00381,0.8209087791931422,comparators=7
kaggle380k-000489,uber_eats-00475,0.9116031999998914,comparators=7
kaggle380k-000491,uber_eats-00106,0.9058637333332575,comparators=7
kaggle380k-000492,uber_eats-00329,0.8412672952647107,comparators=7
kaggle380k-000499,uber_eats-00153,0.7999255376375723,comparators=7
kaggle380k-000502,uber_eats-00496,0.7900181561764288,comparators=7
kaggle380k-000557,uber_eats-00139,0.8253529973750237,comparators=7
kaggle380k-000562,uber_eats-00515,0.7871050362119437,comparators=7
kaggle380k-000563,uber_eats-00433,0.7900042362119795,comparators=7
kaggle380k-000565,uber_eats-00518,0.7769430583757673,comparators=7
kaggle380k-000569,uber_eats-00486,0.7822073986475502,comparators=7
kaggle380k-000580,uber_eats-00151,0.8146582246579664,comparators=7
kaggle380k-000591,uber_eats-00435,0.7787745755351062,comparators=7
kaggle380k-000592,uber_eats-00213,0.9062710837606512,comparators=7
kaggle380k-000594,uber_eats-00172,0.8606197333333158,comparators=7
kaggle380k-000830,uber_eats-00905,0.7988615847476254,comparators=7
kaggle380k-000846,uber_eats-00909,0.7698437942162437,comparators=7
kaggle380k-000864,uber_eats-00915,0.7546120403702494,comparators=7
kaggle380k-000877,uber_eats-00907,0.7576469942164715,comparators=7
kaggle380k-001047,uber_eats-00614,0.8538666736543358,comparators=7
kaggle380k-001054,uber_eats-00558,0.8335152342343417,comparators=7
kaggle380k-001061,uber_eats-00567,0.8751305835166056,comparators=7
kaggle380k-001065,uber_eats-00557,0.8177519039792814,comparators=7
kaggle380k-001068,uber_eats-00602,0.7907306362116575,comparators=7
kaggle380k-001070,uber_eats-00592,0.8716735168501,comparators=7
kaggle380k-001073,uber_eats-00560,0.8792431168501107,comparators=7
kaggle380k-001079,uber_eats-00624,0.7692887824517598,comparators=7
kaggle380k-001080,uber_eats-00613,0.7677509000985081,comparators=7
kaggle380k-001093,uber_eats-00574,0.9142352000000483,comparators=7
kaggle380k-001104,uber_eats-00612,0.7624341000987327,comparators=7
kaggle380k-001123,uber_eats-00628,0.7931334906300979,comparators=7
kaggle380k-001128,uber_eats-00555,0.7756391524934391,comparators=7
kaggle380k-001129,uber_eats-00600,0.8157177734151893,comparators=7
kaggle380k-001133,uber_eats-00548,0.7944389333333555,comparators=7
kaggle380k-001134,uber_eats-00623,0.7625997734153644,comparators=7
kaggle380k-001153,uber_eats-00618,0.8170329734153248,comparators=7
kaggle380k-001157,uber_eats-00554,0.914359999999972,comparators=7
kaggle380k-001161,uber_eats-00538,0.787994636211744,comparators=7
kaggle380k-001561,uber_eats-00284,0.9104751999999162,comparators=7
kaggle380k-001568,uber_eats-00305,0.7833569746734069,comparators=7
kaggle380k-001569,uber_eats-00306,0.8383856952648674,comparators=7
kaggle380k-001585,uber_eats-00303,0.7605924183921015,comparators=7
kaggle380k-001615,uber_eats-00295,0.7775107899426484,comparators=7
kaggle380k-001632,uber_eats-00293,0.7718341942163116,comparators=7
kaggle380k-001637,uber_eats-00302,0.7714085942162265,comparators=7
kaggle380k-001651,uber_eats-00289,0.7587413942165752,comparators=7
kaggle380k-001665,uber_eats-00296,0.7958821786099566,comparators=7
kaggle380k-001802,uber_eats-00993,0.8666440297860664,comparators=7
kaggle380k-001803,uber_eats-00985,0.9029408000000364,comparators=7
kaggle380k-001812,uber_eats-00992,0.8652776000000477,comparators=7
kaggle380k-001815,uber_eats-01004,0.7902874362117647,comparators=7
kaggle380k-001826,uber_eats-01002,0.789577036211762,comparators=7
kaggle380k-001835,uber_eats-01005,0.7891098362117592,comparators=7
kaggle380k-001837,uber_eats-00981,0.9119783384613961,comparators=7
kaggle380k-001841,uber_eats-00996,0.7844042362117936,comparators=7
kaggle380k-001847,uber_eats-00995,0.8469736913245485,comparators=7
kaggle380k-001852,uber_eats-00999,0.7878410362119386,comparators=7
