id1,id2,label
"metacritic_8256,dbpedia_30936,FALSE"
"metacritic_15724,dbpedia_40102,FALSE"
"metacritic_8195,dbpedia_174,FALSE"
"metacritic_13223,dbpedia_62645,FALSE"
"metacritic_7613,dbpedia_25040,FALSE"
"metacritic_1855,dbpedia_37574,FALSE"
"metacritic_11221,dbpedia_41218,FALSE"
"metacritic_3165,dbpedia_30919,FALSE"
"metacritic_12130,dbpedia_9117,FALSE"
"metacritic_2755,dbpedia_20110,FALSE"
"metacritic_5339,dbpedia_15224,FALSE"
"metacritic_13227,dbpedia_4841,FALSE"
"metacritic_2853,dbpedia_55589,FALSE"
"metacritic_876,dbpedia_17246,FALSE"
"metacritic_12148,dbpedia_11785,FALSE"
"metacritic_13858,dbpedia_45348,FALSE"
"metacritic_7875,dbpedia_43662,FALSE"
"metacritic_7981,dbpedia_46238,FALSE"
"metacritic_12625,dbpedia_11036,FALSE"
"metacritic_11108,dbpedia_47097,FALSE"
"metacritic_3886,dbpedia_33233,FALSE"
"metacritic_18602,dbpedia_20912,FALSE"
"metacritic_141,dbpedia_17892,FALSE"
"metacritic_13834,dbpedia_58788,FALSE"
"metacritic_807,dbpedia_43118,FALSE"
"metacritic_19601,dbpedia_37284,FALSE"
"metacritic_18449,dbpedia_41703,FALSE"
"metacritic_7357,dbpedia_39225,FALSE"
"metacritic_11991,dbpedia_25501,FALSE"
"metacritic_2366,dbpedia_50631,FALSE"
"metacritic_1145,dbpedia_57874,TRUE"
"metacritic_20427,dbpedia_63961,TRUE"
"metacritic_11450,dbpedia_9394,FALSE"
"metacritic_5390,dbpedia_48147,FALSE"
"metacritic_3010,dbpedia_32272,FALSE"
"metacritic_3725,dbpedia_56179,FALSE"
"metacritic_16602,dbpedia_5188,FALSE"
"metacritic_6339,dbpedia_49494,FALSE"
"metacritic_19401,dbpedia_42756,FALSE"
"metacritic_19027,dbpedia_60010,FALSE"
"metacritic_6548,dbpedia_18876,TRUE"
"metacritic_11331,dbpedia_57805,TRUE"
"metacritic_12023,dbpedia_64019,FALSE"
"metacritic_15141,dbpedia_48594,FALSE"
"metacritic_11913,dbpedia_36089,FALSE"
"metacritic_6727,dbpedia_62720,FALSE"
"metacritic_1806,dbpedia_25639,TRUE"
"metacritic_5368,dbpedia_1387,TRUE"
"metacritic_9178,dbpedia_6674,TRUE"
"metacritic_13063,dbpedia_17952,TRUE"
"metacritic_11573,dbpedia_32579,TRUE"
"metacritic_17815,dbpedia_30203,FALSE"
"metacritic_7883,dbpedia_8273,TRUE"
"metacritic_2238,dbpedia_49093,FALSE"
"metacritic_1947,dbpedia_27788,TRUE"
"metacritic_9873,dbpedia_20631,TRUE"
"metacritic_2578,dbpedia_58155,TRUE"
"metacritic_12885,dbpedia_26546,TRUE"
"metacritic_5863,dbpedia_35348,TRUE"
"metacritic_7572,dbpedia_2552,FALSE"
"metacritic_14351,dbpedia_24279,FALSE"
"metacritic_15253,dbpedia_7756,TRUE"
"metacritic_16031,dbpedia_53681,TRUE"
"metacritic_7250,dbpedia_55010,FALSE"
"metacritic_5748,dbpedia_15996,FALSE"
"metacritic_8717,dbpedia_24596,TRUE"
"metacritic_5446,dbpedia_46587,FALSE"
"metacritic_2036,dbpedia_35720,FALSE"
"metacritic_12655,dbpedia_28493,FALSE"
"metacritic_12357,dbpedia_12871,TRUE"
"metacritic_11197,dbpedia_16923,TRUE"
"metacritic_3932,dbpedia_63331,TRUE"
"metacritic_832,dbpedia_33176,FALSE"
"metacritic_17976,dbpedia_47080,FALSE"
"metacritic_12707,dbpedia_33079,FALSE"
"metacritic_5536,dbpedia_1077,FALSE"
"metacritic_1593,dbpedia_64059,FALSE"
"metacritic_8034,dbpedia_52981,FALSE"
"metacritic_8508,dbpedia_58086,FALSE"
"metacritic_18173,dbpedia_42035,FALSE"
"metacritic_5748,dbpedia_28786,FALSE"
"metacritic_16070,dbpedia_58207,FALSE"
"metacritic_11847,dbpedia_15563,TRUE"
"metacritic_3919,dbpedia_55237,FALSE"
"metacritic_6640,dbpedia_1403,FALSE"
"metacritic_7735,dbpedia_42674,TRUE"
"metacritic_432,dbpedia_10179,TRUE"
"metacritic_3455,dbpedia_5778,FALSE"
"metacritic_13721,dbpedia_677,TRUE"
"metacritic_11984,dbpedia_42715,TRUE"
"metacritic_11896,dbpedia_47957,FALSE"
"metacritic_16040,dbpedia_15350,TRUE"
"metacritic_15258,dbpedia_889,FALSE"
"metacritic_17227,dbpedia_9537,FALSE"
"metacritic_17803,dbpedia_49937,FALSE"
"metacritic_8430,dbpedia_47167,FALSE"
"metacritic_12754,dbpedia_54439,TRUE"
"metacritic_19312,dbpedia_2364,TRUE"
"metacritic_14474,dbpedia_6895,FALSE"
"metacritic_14888,dbpedia_30685,FALSE"
