id1,id2,label
"dbpedia_36155,sales_1105,FALSE"
"dbpedia_44625,sales_7683,FALSE"
"dbpedia_44756,sales_1001,FALSE"
"dbpedia_41725,sales_1363,FALSE"
"dbpedia_4323,sales_1776,FALSE"
"dbpedia_13904,sales_3505,FALSE"
"dbpedia_28231,sales_61,FALSE"
"dbpedia_27471,sales_7662,FALSE"
"dbpedia_59668,sales_2460,FALSE"
"dbpedia_40872,sales_1658,FALSE"
"dbpedia_56202,sales_469,FALSE"
"dbpedia_9429,sales_4943,FALSE"
"dbpedia_21670,sales_4204,FALSE"
"dbpedia_43085,sales_2631,FALSE"
"dbpedia_9727,sales_2646,FALSE"
"dbpedia_11646,sales_6525,FALSE"
"dbpedia_45591,sales_835,FALSE"
"dbpedia_55375,sales_4478,FALSE"
"dbpedia_8294,sales_3000,FALSE"
"dbpedia_20474,sales_1258,FALSE"
"dbpedia_26081,sales_459,FALSE"
"dbpedia_35092,sales_2508,FALSE"
"dbpedia_20435,sales_3705,FALSE"
"dbpedia_64513,sales_4264,FALSE"
"dbpedia_2811,sales_1002,FALSE"
"dbpedia_12865,sales_6433,FALSE"
"dbpedia_19863,sales_7838,FALSE"
"dbpedia_31183,sales_5330,FALSE"
"dbpedia_32160,sales_6829,FALSE"
"dbpedia_20559,sales_1317,FALSE"
"dbpedia_56662,sales_5051,FALSE"
"dbpedia_41377,sales_2491,FALSE"
"dbpedia_12322,sales_5633,FALSE"
"dbpedia_12823,sales_1273,FALSE"
"dbpedia_19152,sales_2103,FALSE"
"dbpedia_1410,sales_2927,FALSE"
"dbpedia_12939,sales_6364,FALSE"
"dbpedia_566,sales_4144,FALSE"
"dbpedia_30798,sales_6418,FALSE"
"dbpedia_15632,sales_7013,FALSE"
"dbpedia_34741,sales_4194,TRUE"
"dbpedia_26673,sales_402,TRUE"
"dbpedia_9721,sales_6942,TRUE"
"dbpedia_26180,sales_2554,TRUE"
"dbpedia_30962,sales_2495,FALSE"
"dbpedia_50251,sales_5011,FALSE"
"dbpedia_18156,sales_2094,FALSE"
"dbpedia_30152,sales_6520,FALSE"
"dbpedia_5528,sales_630,FALSE"
"dbpedia_30962,sales_1424,TRUE"
"dbpedia_4966,sales_3822,FALSE"
"dbpedia_42797,sales_630,FALSE"
"dbpedia_25488,sales_813,TRUE"
"dbpedia_33750,sales_153,TRUE"
"dbpedia_43515,sales_5348,TRUE"
"dbpedia_49984,sales_2573,TRUE"
"dbpedia_16596,sales_6973,TRUE"
"dbpedia_33732,sales_4770,TRUE"
"dbpedia_6190,sales_630,FALSE"
"dbpedia_9655,sales_3300,TRUE"
"dbpedia_49851,sales_1268,TRUE"
"dbpedia_21106,sales_3527,FALSE"
"dbpedia_39178,sales_7818,FALSE"
"dbpedia_19635,sales_362,FALSE"
"dbpedia_56706,sales_2440,TRUE"
"dbpedia_16279,sales_6797,FALSE"
"dbpedia_14299,sales_5426,FALSE"
"dbpedia_57559,sales_6151,TRUE"
"dbpedia_13304,sales_6015,TRUE"
"dbpedia_57206,sales_72,FALSE"
"dbpedia_19960,sales_3782,TRUE"
"dbpedia_35726,sales_5448,TRUE"
"dbpedia_51500,sales_960,TRUE"
"dbpedia_13204,sales_1620,TRUE"
"dbpedia_22929,sales_1561,TRUE"
"dbpedia_35413,sales_1466,FALSE"
"dbpedia_16528,sales_847,FALSE"
"dbpedia_40415,sales_3580,TRUE"
"dbpedia_33168,sales_1377,TRUE"
"dbpedia_2398,sales_7630,FALSE"
"dbpedia_52888,sales_4653,FALSE"
"dbpedia_53987,sales_5176,TRUE"
"dbpedia_9363,sales_68,FALSE"
"dbpedia_32536,sales_6520,FALSE"
"dbpedia_29260,sales_1826,TRUE"
"dbpedia_41428,sales_6229,FALSE"
"dbpedia_29346,sales_2512,TRUE"
"dbpedia_22654,sales_453,TRUE"
"dbpedia_20938,sales_1210,TRUE"
"dbpedia_23225,sales_7818,FALSE"
"dbpedia_7746,sales_2902,FALSE"
"dbpedia_285,sales_6203,FALSE"
"dbpedia_51010,sales_612,TRUE"
"dbpedia_21952,sales_445,TRUE"
"dbpedia_25776,sales_2555,FALSE"
"dbpedia_44937,sales_2270,FALSE"
"dbpedia_23863,sales_3132,FALSE"
"dbpedia_16108,sales_1303,FALSE"
"dbpedia_63356,sales_1700,TRUE"
"dbpedia_32495,sales_2436,TRUE"
